# l, t, x, y
0 0.0000 0.0000 0.0000
0 0.0000 0.1170 0.7629
0 -0.1023 0.1140 0.7598
0 -0.1101 0.1078 0.7567
0 -0.1181 0.1048 0.7537
0 -0.1261 0.1017 0.7506
0 -0.1344 0.0987 0.7475
0 -0.1422 0.0925 0.7414
0 -0.1583 0.0895 0.7384
0 -0.1662 0.0833 0.7322
0 -0.1822 0.0803 0.7292
0 -0.1902 0.0803 0.7261
0 -0.1982 0.0772 0.7261
0 -0.2062 0.0772 0.7230
0 -0.2142 0.0741 0.7200
0 -0.2221 0.0741 0.7169
0 -0.2303 0.0711 0.7138
0 -0.2382 0.0680 0.7108
0 -0.2464 0.0650 0.7077
0 -0.2542 0.0619 0.7047
0 -0.2623 0.0619 0.7016
0 -0.2702 0.0588 0.6985
0 -0.2782 0.0588 0.6955
0 -0.2861 0.0558 0.6955
0 -0.2942 0.0527 0.6893
0 -0.3102 0.0496 0.6863
0 -0.3182 0.0466 0.6832
0 -0.3262 0.0466 0.6801
0 -0.3342 0.0435 0.6771
0 -0.3422 0.0404 0.6740
0 -0.3502 0.0404 0.6710
0 -0.3581 0.0374 0.6679
0 -0.3662 0.0343 0.6648
0 -0.3742 0.0343 0.6618
0 -0.3821 0.0312 0.6556
0 -0.3901 0.0282 0.6526
0 -0.3981 0.0251 0.6495
0 -0.4061 0.0221 0.6403
0 -0.4142 0.0190 0.6373
0 -0.4221 0.0159 0.6311
0 -0.4302 0.0129 0.6250
0 -0.4384 0.0129 0.6219
0 -0.4461 0.0067 0.6127
0 -0.4542 0.0067 0.6066
0 -0.4622 0.0037 0.6036
0 -0.4704 0.0037 0.5974
0 -0.4782 0.0006 0.5913
0 -0.4862 0.0006 0.5882
0 -0.4941 0.0006 0.5821
0 -0.5022 -0.0025 0.5790
0 -0.5102 -0.0025 0.5699
0 -0.5182 -0.0025 0.5668
0 -0.5262 -0.0025 0.5637
0 -0.5341 -0.0055 0.5576
0 -0.5502 -0.0055 0.5515
0 -0.5582 -0.0055 0.5453
0 -0.5662 -0.0055 0.5423
0 -0.5741 -0.0055 0.5392
0 -0.5822 -0.0055 0.5300
0 -0.5902 -0.0055 0.5270
0 -0.5982 -0.0055 0.5208
0 -0.6061 -0.0055 0.5147
0 -0.6142 -0.0055 0.5116
0 -0.6222 -0.0055 0.5055
0 -0.6302 -0.0055 0.5025
0 -0.6381 -0.0055 0.4963
0 -0.6462 -0.0055 0.4902
0 -0.6542 -0.0055 0.4871
0 -0.6622 -0.0055 0.4779
0 -0.6702 -0.0055 0.4749
0 -0.6782 -0.0055 0.4687
0 -0.6864 -0.0055 0.4596
0 -0.6941 -0.0055 0.4565
0 -0.7021 -0.0055 0.4504
0 -0.7101 -0.0055 0.4412
0 -0.7181 -0.0055 0.4350
0 -0.7262 -0.0025 0.4289
0 -0.7341 -0.0025 0.4136
0 -0.7421 -0.0025 0.4075
0 -0.7503 0.0006 0.3952
0 -0.7581 0.0006 0.3891
0 -0.7662 0.0037 0.3860
0 -0.7741 0.0037 0.3768
0 -0.7822 0.0037 0.3738
0 -0.7902 0.0037 0.3676
0 -0.7981 0.0067 0.3615
0 -0.8061 0.0067 0.3585
0 -0.8142 0.0067 0.3554
0 -0.8221 0.0098 0.3523
0 -0.8302 0.0098 0.3493
0 -0.8381 0.0098 0.3431
0 -0.8463 0.0129 0.3401
0 -0.8542 0.0129 0.3370
0 -0.8622 0.0159 0.3339
0 -0.8701 0.0159 0.3278
0 -0.8782 0.0190 0.3248
0 -0.8862 0.0221 0.3156
0 -0.8942 0.0251 0.3125
0 -0.9024 0.0251 0.3094
0 -0.9102 0.0312 0.3033
0 -0.9181 0.0312 0.3002
0 -0.9262 0.0343 0.2911
0 -0.9342 0.0374 0.2849
0 -0.9422 0.0435 0.2788
0 -0.9501 0.0496 0.2727
0 -0.9582 0.0527 0.2665
0 -0.9673 0.0588 0.2574
0 -0.9742 0.0680 0.2451
0 -0.9822 0.0711 0.2390
0 -0.9902 0.0741 0.2328
0 -0.9981 0.0803 0.2267
0 -1.0061 0.0833 0.2267
0 -1.0142 0.0833 0.2206
0 -1.0222 0.0864 0.2206
0 -1.0303 0.0864 0.2175
0 -1.0382 0.0925 0.2145
0 -1.0463 0.0956 0.2114
0 -1.0542 0.0987 0.2083
0 -1.0622 0.1017 0.2053
0 -1.0702 0.1048 0.2053
0 -1.0863 0.1078 0.2022
0 -1.1022 0.1109 0.2022
0 -1.1101 0.1140 0.1991
0 -1.1181 0.1170 0.1991
0 -1.1261 0.1201 0.1991
0 -1.1421 0.1232 0.1961
0 -1.1507 0.1262 0.1961
0 -1.1581 0.1293 0.1930
0 -1.1661 0.1354 0.1900
0 -1.1741 0.1385 0.1900
0 -1.1842 0.1415 0.1900
0 -1.1901 0.1507 0.1808
0 -1.1981 0.1599 0.1777
0 -1.2061 0.1661 0.1746
0 -1.2141 0.1752 0.1716
0 -1.2222 0.1814 0.1685
0 -1.2302 0.1906 0.1624
0 -1.2382 0.1936 0.1593
0 -1.2463 0.2028 0.1532
0 -1.2542 0.2181 0.1471
0 -1.2622 0.2243 0.1440
0 -1.2702 0.2335 0.1409
0 -1.2782 0.2426 0.1348
0 -1.2863 0.2457 0.1317
0 -1.2941 0.2518 0.1287
0 -1.3022 0.2641 0.1225
0 -1.3102 0.2702 0.1225
0 -1.3182 0.2763 0.1195
0 -1.3344 0.2794 0.1195
0 -1.3501 0.2825 0.1195
0 -1.3742 0.2855 0.1195
0 -1.3821 0.2886 0.1195
0 -1.3901 0.2917 0.1195
0 -1.3981 0.2947 0.1195
0 -1.4061 0.3039 0.1164
0 -1.4141 0.3100 0.1164
0 -1.4221 0.3162 0.1164
0 -1.4301 0.3284 0.1134
0 -1.4381 0.3346 0.1134
0 -1.4461 0.3376 0.1134
