# l, t, x, y
0 -1.3820 0.6256 0.1808
0 -1.3899 0.6317 0.1838
0 -1.3979 0.6379 0.1869
0 -1.4059 0.6409 0.1900
0 -1.4141 0.6471 0.1930
0 -1.4219 0.6501 0.1961
0 -1.4300 0.6562 0.1991
0 -1.4379 0.6593 0.2022
0 -1.4460 0.6593 0.2053
0 -1.4539 0.6654 0.2114
0 -1.4620 0.6685 0.2145
0 -1.4699 0.6716 0.2175
0 -1.4781 0.6746 0.2267
0 -1.4859 0.6777 0.2298
0 -1.4940 0.6808 0.2328
0 -1.5019 0.6869 0.2420
0 -1.5099 0.6900 0.2482
0 -1.5180 0.6961 0.2604
0 -1.5259 0.6961 0.2665
0 -1.5340 0.6991 0.2696
0 -1.5420 0.7022 0.2788
0 -1.5500 0.7022 0.2849
0 -1.5579 0.7022 0.2911
0 -1.5661 0.7053 0.3033
0 -1.5739 0.7053 0.3064
0 -1.5820 0.7053 0.3156
0 -1.5898 0.7053 0.3217
0 -1.5979 0.7053 0.3248
0 -1.6060 0.7053 0.3309
0 -1.6140 0.7083 0.3339
0 -1.6218 0.7083 0.3370
0 -1.6300 0.7083 0.3462
0 -1.6378 0.7083 0.3523
0 -1.6460 0.7083 0.3585
0 -1.6539 0.7083 0.3615
0 -1.6620 0.7083 0.3646
0 -1.6698 0.7083 0.3738
0 -1.6781 0.7083 0.3768
0 -1.6859 0.7083 0.3799
0 -1.6940 0.7083 0.3891
0 -1.7020 0.7083 0.3952
0 -1.7100 0.7083 0.4044
0 -1.7180 0.7083 0.4105
0 -1.7261 0.7083 0.4136
0 -1.7339 0.7083 0.4259
0 -1.7423 0.7083 0.4320
0 -1.7500 0.7083 0.4350
0 -1.7579 0.7083 0.4473
0 -1.7660 0.7114 0.4534
0 -1.7739 0.7114 0.4596
0 -1.7820 0.7145 0.4749
0 -1.7900 0.7145 0.4810
0 -1.7980 0.7175 0.4933
0 -1.8059 0.7206 0.4994
0 -1.8140 0.7206 0.5055
0 -1.8219 0.7237 0.5208
0 -1.8300 0.7267 0.5270
0 -1.8379 0.7267 0.5331
0 -1.8460 0.7298 0.5453
0 -1.8540 0.7328 0.5484
0 -1.8621 0.7328 0.5576
0 -1.8699 0.7359 0.5607
0 -1.8783 0.7359 0.5668
0 -1.8860 0.7390 0.5729
0 -1.8939 0.7420 0.5790
0 -1.9018 0.7451 0.5821
0 -1.9101 0.7482 0.5913
0 -1.9180 0.7482 0.5944
0 -1.9260 0.7512 0.6036
0 -1.9339 0.7543 0.6066
0 -1.9419 0.7574 0.6097
0 -1.9500 0.7604 0.6189
0 -1.9579 0.7635 0.6219
0 -1.9659 0.7665 0.6250
0 -1.9753 0.7727 0.6311
0 -1.9820 0.7727 0.6342
0 -1.9899 0.7788 0.6434
0 -2.0060 0.7819 0.6495
0 -2.0141 0.7880 0.6556
0 -2.0219 0.7941 0.6618
0 -2.0301 0.7972 0.6648
0 -2.0379 0.8064 0.6740
0 -2.0460 0.8125 0.6801
0 -2.0539 0.8248 0.6893
0 -2.0621 0.8309 0.6924
0 -2.0699 0.8339 0.6985
0 -2.0781 0.8462 0.7077
0 -2.0859 0.8523 0.7138
0 -2.0940 0.8585 0.7169
0 -2.1019 0.8676 0.7230
0 -2.1100 0.8707 0.7292
0 -2.1179 0.8768 0.7292
0 -2.1262 0.8860 0.7353
0 -2.1339 0.8891 0.7414
0 -2.1421 0.9013 0.7475
0 -2.1499 0.9044 0.7506
0 -2.1579 0.9105 0.7537
0 -2.1659 0.9228 0.7598
0 -2.1740 0.9289 0.7629
0 -2.1820 0.9320 0.7659
0 -2.1899 0.9442 0.7721
0 -2.1979 0.9504 0.7751
0 -2.2058 0.9565 0.7782
0 -2.2140 0.9688 0.7843
0 -2.2218 0.9749 0.7843
0 -2.2300 0.9871 0.7904
0 -2.2379 0.9933 0.7904
0 -2.2460 0.9994 0.7935
0 -2.2540 1.0116 0.7996
0 -2.2623 1.0178 0.7996
0 -2.2699 1.0208 0.8027
0 -2.2782 1.0300 0.8058
0 -2.2859 1.0362 0.8058
0 -2.2939 1.0484 0.8119
0 -2.3019 1.0545 0.8150
0 -2.3103 1.0607 0.8150
0 -2.3179 1.0699 0.8180
0 -2.3262 1.0760 0.8211
0 -2.3339 1.0790 0.8211
0 -2.3421 1.0882 0.8241
0 -2.3499 1.0913 0.8272
0 -2.3579 1.0944 0.8272
0 -2.3739 1.0974 0.8303
